text,label
I'm spiraling and I don't think I can stay safe on my own today. what to do?,crisis
I can't be alone with my thoughts this evening. They're constant. a way through tonight.,crisis
Honest question: when does constant low mood for three months cross the line from a rough patch into needing a therapist?,professional
"I think I might be depressed. I've felt exhausted in a way sleep doesn't fix for longer than I want to admit, can't concentrate, and can't shake it.",professional
I've been feeling a bit drained lately because of a long Monday. Any tips for lifting my mood?,self_help
I've felt flat for over longer than I want to admit and even weekends doesn't help anymore. I think I should get professional help.,professional
I'm in crisis and I don't know how to stay safe tonight. Is there anyone I can talk to today?,crisis
I'm not safe tonight and I don't know who to call. I need help today.,crisis
I don't want to be here anymore and I don't know how to make it through this evening.,crisis
I've been pretty lonely since I changed careers. Has anyone been through the same kind of distance?,peer_support
I'm in the worst headspace I've been in and I'm worried I'm going to hurt myself. I need someone today.,crisis
I've been feeling a bit sluggish lately because of too much screen time. Any tips for lifting my mood?,self_help
My GP wants me to start therapy after I described racing thoughts at night that's lasted longer than I want to admit. Anyone know who's actually qualified recently?,professional
Things between me and my college friend have been complicated for a couple of months and I'm not sure who to share this with.,peer_support
Work has been intense this week and I'm a little tired. What helps you get my energy back?,self_help
"After what I went through as a kid I haven't been the same. snap at everyone, and I avoid anything that reminds me of it. Should I look for a trauma specialist?",professional
"I've been waiting too long to see my GP about this. flat for three months, snap at everyone. Where do I even start?",professional
Work has been back-to-back this week and I'm a little burnt out a tiny bit. What helps you recharge on the weekend?,self_help
"I had a mediocre day, mostly just scrolling too much. Looking for small things I can do to feel a bit lighter.",self_help
Going through an unexpected split and could use advice from people who've been through it from people who've been there.,peer_support
I can't be alone with my thoughts tonight. They're harder to ignore. a hotline number.,crisis
I keep crying and I have a plan and I'm so tired. what to do?,crisis
I've been pretty lonely since I changed careers. Has anyone been through this exact situation?,peer_support
I'm trying to be more mindful day to day. What are simple ways to shake it off?,self_help
I've been feeling a bit sluggish lately because of deadlines piling up. Any tips for lifting my mood?,self_help
I keep lying awake spiraling and it's been longer than I want to admit. Is this something a trauma specialist should handle?,professional
I've felt on edge constantly for over three months and even going outside doesn't help anymore. I think I should see my GP about this.,professional
I want to build a habit of a short walk so I feel less uninspired after long days.,self_help
My anxiety has been bad enough that I'm avoiding any group setting for most of this year now. What kind of professional should I look into?,professional
Going through a tough breakup and could use honest perspective from people who've been there.,peer_support
Work has been chaotic this week and I'm a little low-energy. What helps you recharge on the weekend?,self_help
I can't be alone with my thoughts today. They're harder to ignore. a hotline number.,crisis
I'm in crisis and I don't know how to stay safe today. Is there anyone I can talk to today?,crisis
"I overslept and missed a workout, now I feel a little flat. How do I be kind to myself?",self_help
I've been feeling a bit meh lately because of bad sleep. Any tips for feeling less tired?,self_help
"I overslept and missed a workout, now I feel drained. How do I be kind to myself?",self_help
Work has been back-to-back this week and I'm a little tired. What helps you get my energy back?,self_help
I think I'm slowly drifting from my roommate and it makes me messing with my sleep. Has anyone rebuild that trust from that?,peer_support
Work has been non-stop this week and I'm a little drained. What helps you decompress in the evening?,self_help
I don't think I can keep myself safe today. where I can get help?,crisis
I'm in crisis and I don't know how to get through tonight tonight. Is there anyone I can talk to this evening?,crisis
I'm spiraling and I don't think I can stay safe on my own today. where I can get help?,crisis
I'm not safe tonight and I don't know who to call. I need help right now.,crisis
I can't be alone with my thoughts this evening. They're getting louder. someone to talk to.,crisis
My constant low mood is now interfering with every part of my routine and good sleep barely touches it. I think I need a therapist.,professional
I'm not safe right now and I don't know who to call. I need help tonight.,crisis
My anxiety has been bad enough that I'm avoiding social events for longer than I want to admit now. What kind of professional should I look into?,professional
I can't be alone with my thoughts this evening. They're constant. a hotline number.,crisis
"Please, I need help. I'm thinking about hurting myself and the urge is constant.",crisis
I've been feeling a bit off lately because of deadlines piling up. Any tips for winding down at night?,self_help
I want to build a habit of going to bed earlier so I feel less a little flat after long days.,self_help
I can't be alone with my thoughts this evening. They're stronger than before. a way through tonight.,crisis
Panic attacks have been happening almost daily and I'm scared to calls with my manager some days. What's the right way to start therapy?,professional
I keep replaying a tough conversation I had with my mom about money. Has anyone moved past something like that?,peer_support
"I had a mediocre day, mostly just scrolling too much. Looking for small things I can do to reset.",self_help
"Could you suggest a quick evening routine? Nothing serious, just want to feel human again.",self_help
I think I'm slowly drifting from my partner and it makes me messing with my sleep. Has anyone move past it from that?,peer_support
I'm trying to be more grateful day to day. What are simple ways to shake it off?,self_help
"I had a rough day, mostly just a missed gym session. Looking for small things I can do to reset.",self_help
I've been pretty lonely since I left my hometown. Has anyone been through something similar?,peer_support
I've been on and off feeling on edge constantly for years and I think it's time to actually start therapy. How do I know who's actually qualified?,professional
I've been having racing thoughts at night since the lockdown. It's affecting my sleep and appetite and I don't think I can manage it on my own.,professional
I'm in a place I can't see out of and I'm worried I'm going to hurt myself. I need someone tonight.,crisis
I think I'm slowly drifting from my roommate and it makes me making me second-guess myself. Has anyone feel okay around them again from that?,peer_support
Lost touch with most of my old friends since I moved cities and feeling fragile about reaching back out.,peer_support
Going through a tough breakup and could use advice from people who've been through it from people who've been there.,peer_support
Panic attacks have been happening a few times a week and I'm scared to the gym some days. What's the right way to get professional help?,professional
Feeling fragile after my team restructured. Anyone the same kind of distance?,peer_support
I'm not safe tonight and I don't know who to call. I need help this evening.,crisis
I want to build a habit of morning stretches so I feel less drained after long days.,self_help
I want to build a habit of drinking more water so I feel less drained after long days.,self_help
I've been arguing a lot with my college friend about in-laws and it's really messing with my sleep. Anyone else dealing with this?,peer_support
I'm in crisis and I don't know how to make it to morning right now. Is there anyone I can talk to right now?,crisis
I've been on and off feeling hopeless for years and I think it's time to actually get professional help. How do I find someone good?,professional
I'm trying to be more balanced day to day. What are simple ways to reset?,self_help
Things between me and my best friend have been distant for a couple of months and I'm not sure who to vent to.,peer_support
I can't be alone with my thoughts this evening. They're constant. help.,crisis
I feel left out at work after I was excluded from a key meeting and don't really have anyone to vent to.,peer_support
I've been arguing a lot with my mom about career stuff and it's really messing with my sleep. Anyone else dealing with this?,peer_support
My anxiety has been bad enough that I'm avoiding driving for six months now. What kind of professional would actually help here?,professional
I'm in crisis and I don't know how to get through tonight right now. Is there anyone I can talk to tonight?,crisis
I've been having dissociation since a job loss. It's affecting my sleep and appetite and I don't think I can manage it on my own.,professional
My friend just moved across the country and I don't know how to check in on them. Could use some advice from people who've been through it.,peer_support
I'm having a really bad night and the suicidal thoughts won't stop. I need someone to talk to.,crisis
I've felt exhausted in a way sleep doesn't fix for over longer than I want to admit and even weekends doesn't help anymore. I think I should start therapy.,professional
Panic attacks have been happening almost daily and I'm scared to any group setting some days. What's the right way to get professional help?,professional
I can't be alone with my thoughts today. They're harder to ignore. a way through tonight.,crisis
Work has been non-stop this week and I'm a little low-energy. What helps you decompress in the evening?,self_help
I'm really struggling to forgive my best friend after being lied to. How did you let it go?,peer_support
Any breathing exercises that help when you're slightly groggy but not in a panic?,self_help
Work has been back-to-back this week and I'm a little groggy. What helps you decompress in the evening?,self_help
I've been arguing a lot with my college friend about house chores and it's really making me second-guess myself. Anyone else dealing with this?,peer_support
My my dad is going through broke up with their partner and I want to check in on them but I'm running out of energy. How do you keep showing up?,peer_support
I keep waking up at 3am with my heart pounding and it's been six months. Is this something a CBT therapist should handle?,professional
I can't be alone with my thoughts today. They're stronger than before. a way through tonight.,crisis
Anyone else feel like they have to act like everything's fine around my partner's friends even when they're not okay?,peer_support
I don't think I can keep myself safe this evening. who to call right now?,crisis
I can't be alone with my thoughts right now. They're getting louder. a hotline number.,crisis
I'm spiraling and I don't think I can stay safe on my own right now. where I can get help?,crisis
My my mom is going through lost a parent and I want to check in on them but I'm running out of energy. How do you keep showing up?,peer_support
My GP wants me to talk to a therapist after I described intrusive thoughts that's lasted six months. Anyone even start looking recently?,professional
Work has been overpacked this week and I'm a little groggy. What helps you recharge on the weekend?,self_help
I keep replaying a cold exchange I had with my mom about the wedding planning. Has anyone moved past something like that?,peer_support
I've been feeling a bit a little flat lately because of a long Monday. Any tips for feeling less tired?,self_help
My eating has gotten really chaotic over the past two months and I know it's not healthy. I want to find a trauma specialist who works with this.,professional
I think I'm slowly drifting from my sister and it makes me wearing me down. Has anyone let it go from that?,peer_support
I'm trying to be more grateful day to day. What are simple ways to reset?,self_help
"I had a rough day, mostly just a stressful inbox. Looking for small things I can do to reset.",self_help
I'm scared of what I might do today. I just need what to do.,crisis
Things between me and my best friend have been complicated for the past year and I'm not sure who to vent to.,peer_support
I can't be alone with my thoughts this evening. They're stronger than before. a hotline number.,crisis
Things between me and my college friend have been off for the past year and I'm not sure who to vent to.,peer_support
I'm in crisis and I don't know how to make it to morning this evening. Is there anyone I can talk to this evening?,crisis
Work has been chaotic this week and I'm a little groggy. What helps you sleep better?,self_help
Panic attacks have been happening every weekend and I'm scared to social events some days. What's the right way to talk to a therapist?,professional
I'm in crisis and I don't know how to stay safe right now. Is there anyone I can talk to right now?,crisis
My GP wants me to talk to a therapist after I described dissociation that's lasted three months. Anyone find someone good recently?,professional
Work has been overpacked this week and I'm a little groggy. What helps you sleep better?,self_help
I'm having thoughts of suicide and I'm alone this evening. I need urgent help.,crisis
My panic attacks is now interfering with every part of my routine and time off barely touches it. I think I need a therapist.,professional
Anyone else feel like they have to act like everything's fine around my coworkers even when they're not okay?,peer_support
I want to build a habit of morning stretches so I feel less off after long days.,self_help
Feeling weird after I got passed up for a promotion. Anyone something similar?,peer_support
"I had a off day, mostly just a stressful inbox. Looking for small things I can do to lift my mood.",self_help
I feel like the world would be better without me and I don't trust myself tonight.,crisis
I have a plan to harm myself and I can't shake it. Please tell me how to stay safe tonight.,crisis
I feel left out at work after I got bad feedback in a review and don't really have anyone to share this with.,peer_support
I'm in crisis and I don't know how to make it to morning this evening. Is there anyone I can talk to right now?,crisis
I can't be alone with my thoughts tonight. They're getting louder. a hotline number.,crisis
I'm in a really dark place and I'm worried I'm going to hurt myself. I need someone this evening.,crisis
I have a plan to harm myself and I can't shake it. Please tell me what to do.,crisis
Work has been chaotic this week and I'm a little low-energy. What helps you get my energy back?,self_help
"I've been waiting too long to see my GP about this. numb for two months, can't concentrate. Where do I even start?",professional
Panic attacks have been happening before any meeting and I'm scared to driving some days. What's the right way to see a clinician?,professional
My GP wants me to see my GP about this after I described dissociation that's lasted longer than I want to admit. Anyone know who's actually qualified recently?,professional
Going through a long-distance ending and could use advice from people who've been through it from people who've been there.,peer_support
I've been arguing a lot with my brother about money and it's really leaving me drained. Anyone else dealing with this?,peer_support
My GP wants me to start therapy after I described compulsive checking that's lasted almost a year. Anyone find someone good recently?,professional
I've been having panic attacks since a difficult breakup. It's affecting my sleep and appetite and I don't think I can manage it on my own.,professional
I keep replaying a argument I had with my mom about boundaries. Has anyone moved past something like that?,peer_support
"I think I might be depressed. I've felt exhausted in a way sleep doesn't fix for three months, lost interest in things I used to love, and can't shake it.",professional
I don't think I can keep myself safe right now. what to do?,crisis
I keep sleeping 12 hours and still feeling exhausted and it's been longer than I want to admit. Is this something a psychiatrist should handle?,professional
My eating has gotten really compulsive over the past six months and I know it's not healthy. I want to find a CBT therapist who works with this.,professional
I'm not safe tonight and I don't know who to call. I need help tonight.,crisis
I'm scared of what I might do this evening. I just need where I can get help.,crisis
Looking for podcast recommendations to help me reset for the week during my commute.,self_help
I can't be alone with my thoughts this evening. They're stronger than before. help.,crisis
I've been feeling a bit a little flat lately because of a busy week. Any tips for feeling less tired?,self_help
I've been feeling a bit drained lately because of a busy week. Any tips for feeling less tired?,self_help
I can't be alone with my thoughts today. They're stronger than before. a hotline number.,crisis
I don't think I can keep myself safe this evening. how to stay safe tonight?,crisis
I'm in crisis and I don't know how to get through tonight today. Is there anyone I can talk to today?,crisis
I'm trying to be more balanced day to day. What are simple ways to shake it off?,self_help
Feeling strained after I got bad feedback in a review. Anyone the same kind of distance?,peer_support
Panic attacks have been happening every weekend and I'm scared to leaving the house some days. What's the right way to talk to a therapist?,professional
I've been self-harming again and it's getting worse. I can't keep going like this. what to do?,crisis
"After the accident I haven't been the same. snap at everyone, and I avoid anything that reminds me of it. Should I look for a CBT therapist?",professional
"I had a frustrating day, mostly just scrolling too much. Looking for small things I can do to lift my mood.",self_help
Work has been overpacked this week and I'm a little tired. What helps you get my energy back?,self_help
I've been self-harming again and it's getting worse. I can't keep going like this. who to call right now?,crisis
I'm not safe right now and I don't know who to call. I need help today.,crisis
"I overslept and missed a workout, now I feel uninspired. How do I be kind to myself?",self_help
Lost touch with most of my old friends since I went freelance and feeling fragile about reaching back out.,peer_support
I keep waking up at 3am with my heart pounding and it's been almost a year. Is this something a therapist should handle?,professional
I think I'm slowly drifting from my mom and it makes me leaving me drained. Has anyone let it go from that?,peer_support
Lost touch with most of my old friends since my friend group drifted and feeling tense about messaging them first.,peer_support
Work has been overpacked this week and I'm a little tired. What helps you decompress in the evening?,self_help
I've been on and off feeling disconnected for years and I think it's time to actually see a clinician. How do I find someone good?,professional
My anxiety has been bad enough that I'm avoiding calls with my manager for most of this year now. What kind of professional deals with this kind of thing?,professional
Things between me and my best friend have been fragile for ages now and I'm not sure who to vent to.,peer_support
I think I'm slowly drifting from my dad and it makes me making me second-guess myself. Has anyone rebuild that trust from that?,peer_support
I had a falling out with my roommate over parenting choices a few weeks ago and I keep rehearsing what I'd say differently. Could use a sanity check.,peer_support
Work has been back-to-back this week and I'm a little groggy. What helps you recharge on the weekend?,self_help
My constant low mood is now interfering with how I show up at home and weekends barely touches it. I think I need a trauma specialist.,professional
I want to disappear and I'm scared of what I might do. I need help today.,crisis
I want to build a habit of morning stretches so I feel less uninspired after long days.,self_help
My my closest coworker is going through moved across the country and I want to show up for them but I'm running out of energy. How do you keep showing up?,peer_support
My anxiety has been bad enough that I'm avoiding leaving the house for two months now. What kind of professional should I look into?,professional
I've been pretty lonely since I left my hometown. Has anyone been through this drift?,peer_support
I keep lying awake spiraling and it's been most of this year. Is this something a trauma specialist should handle?,professional
I've been feeling a bit a bit down lately because of too much screen time. Any tips for feeling less tired?,self_help
My friend just lost a parent and I don't know how to be there for them. Could use some a few kind words.,peer_support
Everything feels like a place I can't see out of and I'm thinking about ending it. what to do?,crisis
I've been having constant low mood since the start of the year. It's affecting my sleep and appetite and I don't think I can manage it on my own.,professional
My flashbacks is now interfering with my sleep and appetite and exercising barely touches it. I think I need a CBT therapist.,professional
I'm in a place I can't see out of and I'm worried I'm going to hurt myself. I need someone this evening.,crisis
I'm in crisis and I don't know how to make it to morning tonight. Is there anyone I can talk to this evening?,crisis
My racing thoughts at night is now interfering with my sleep and appetite and talking to friends barely touches it. I think I need a clinical psychologist.,professional
Lost touch with most of my old friends since I changed careers and feeling strained about messaging them first.,peer_support
Work has been intense this week and I'm a little low-energy. What helps you recharge on the weekend?,self_help
I keep waking up at 3am with my heart pounding and it's been two months. Is this something a clinical psychologist should handle?,professional
I want to build a habit of a short walk so I feel less a little flat after long days.,self_help
I've been feeling a bit a bit down lately because of deadlines piling up. Any tips for winding down at night?,self_help
Any breathing exercises that help when you're slightly drained but not in a panic?,self_help
I've been feeling a bit a bit down lately because of bad sleep. Any tips for winding down at night?,self_help
I want to build a habit of morning stretches so I feel less meh after long days.,self_help
Feeling distant after I was excluded from a key meeting. Anyone something similar?,peer_support
"I had a mediocre day, mostly just a missed gym session. Looking for small things I can do to shake it off.",self_help
My my brother is going through is going through a divorce and I want to show up for them but I'm running out of energy. How do you keep showing up?,peer_support
I keep thinking about ending my life and the thoughts are stronger than before. I'm scared.,crisis
I've been pretty lonely since I changed careers. Has anyone been through something similar?,peer_support
I want to build a habit of drinking more water so I feel less sluggish after long days.,self_help
I've been pretty lonely since I went freelance. Has anyone been through this drift?,peer_support
"I had a rough day, mostly just an annoying meeting. Looking for small things I can do to feel a bit lighter.",self_help
I'm done trying to white-knuckle this. dissociation since a difficult breakup and now lost interest in things I used to love. Looking for a psychiatrist.,professional
"I had a rough day, mostly just an annoying meeting. Looking for small things I can do to lift my mood.",self_help
Panic attacks have been happening almost daily and I'm scared to leaving the house some days. What's the right way to talk to a therapist?,professional
I've felt disconnected for over almost a year and even going outside doesn't help anymore. I think I should see my GP about this.,professional
"I think I might be depressed. I've felt hopeless for almost a year, lost interest in things I used to love, and can't shake it.",professional
I want to build a habit of a short walk so I feel less sluggish after long days.,self_help
I'm in crisis and I don't know how to get through tonight this evening. Is there anyone I can talk to right now?,crisis
Work has been non-stop this week and I'm a little tired. What helps you get my energy back?,self_help
Honest question: when does panic attacks for almost a year cross the line from a rough patch into needing a psychiatrist?,professional
"I had a mediocre day, mostly just a stressful inbox. Looking for small things I can do to shake it off.",self_help
I'm done trying to white-knuckle this. compulsive checking since the start of the year and now can't concentrate. Looking for a psychiatrist.,professional
Panic attacks have been happening almost daily and I'm scared to driving some days. What's the right way to start therapy?,professional
I've been having racing thoughts at night since my dad's diagnosis. It's affecting my work and my relationships and I don't think I can manage it on my own.,professional
I don't think I can keep myself safe right now. how to stay safe tonight?,crisis
"I had a rough day, mostly just a stressful inbox. Looking for small things I can do to lift my mood.",self_help
Feeling off after I got bad feedback in a review. Anyone this exact situation?,peer_support
Everything feels like a place I can't see out of and I'm thinking about ending it. where I can get help?,crisis
Any breathing exercises that help when you're slightly low-energy but not in a panic?,self_help
My my mom is going through lost their job and I want to comfort them but I'm running out of energy. How do you keep showing up?,peer_support
My friend just moved across the country and I don't know how to support them. Could use some a sanity check.,peer_support
Work has been non-stop this week and I'm a little low-energy. What helps you get my energy back?,self_help
My flashbacks is now interfering with how I show up at home and exercising barely touches it. I think I need a psychiatrist.,professional
I don't think I can keep myself safe tonight. where I can get help?,crisis
I'm really struggling to forgive my best friend after their words that day. How did you let it go?,peer_support
I've been feeling a bit a bit down lately because of a busy week. Any tips for lifting my mood?,self_help
I'm scared of what I might do today. I just need how to stay safe tonight.,crisis
My anxiety has been bad enough that I'm avoiding the gym for six months now. What kind of professional would actually help here?,professional
I keep sleeping 12 hours and still feeling exhausted and it's been longer than I want to admit. Is this something a CBT therapist should handle?,professional
Panic attacks have been happening most mornings and I'm scared to the gym some days. What's the right way to see my GP about this?,professional
"I overslept and missed a workout, now I feel a little flat. How do I restart the routine?",self_help
I'm in crisis and I don't know how to get through tonight today. Is there anyone I can talk to this evening?,crisis
I'm scared of what I might do tonight. I just need how to stay safe tonight.,crisis
I'm really struggling to forgive my mom after their words that day. How did you feel okay around them again?,peer_support
I keep thinking about ending my life and the thoughts are constant. I'm scared.,crisis
Lost touch with most of my old friends since I changed careers and feeling complicated about showing up at things again.,peer_support
Panic attacks have been happening a few times a week and I'm scared to leaving the house some days. What's the right way to see my GP about this?,professional
I keep having nightmares I can't shake and it's been most of this year. Is this something a trauma specialist should handle?,professional
I'm not safe this evening and I don't know who to call. I need help tonight.,crisis
"I think I might be depressed. I've felt disconnected for most of this year, lost interest in things I used to love, and can't shake it.",professional
I've been arguing a lot with my partner about house chores and it's really messing with my sleep. Anyone else dealing with this?,peer_support
Any breathing exercises that help when you're slightly tired but not in a panic?,self_help
Lost touch with most of my old friends since I started working from home and feeling complicated about reaching back out.,peer_support
My GP wants me to see a clinician after I described racing thoughts at night that's lasted three months. Anyone know who's actually qualified recently?,professional
I think I'm slowly drifting from my mom and it makes me messing with my sleep. Has anyone rebuild that trust from that?,peer_support
I'm in the worst headspace I've been in and I'm worried I'm going to hurt myself. I need someone right now.,crisis
I think I'm slowly drifting from my roommate and it makes me messing with my sleep. Has anyone move past it from that?,peer_support
"I think I might be depressed. I've felt flat for two months, snap at everyone, and can't shake it.",professional
I can't be alone with my thoughts right now. They're harder to ignore. a way through tonight.,crisis
I've been feeling a bit meh lately because of too much screen time. Any tips for getting back into a routine?,self_help
I'm really struggling to forgive my roommate after being lied to. How did you move past it?,peer_support
I've been having compulsive checking since a difficult breakup. It's affecting my work and my relationships and I don't think I can manage it on my own.,professional
Just need to vent: in-laws with my best friend has been wearing me down for a couple of months.,peer_support
I'm done trying to white-knuckle this. intrusive thoughts since the lockdown and now barely eat. Looking for a trauma specialist.,professional
"I think I might be depressed. I've felt disconnected for three months, snap at everyone, and can't shake it.",professional
I've been on and off feeling numb for years and I think it's time to actually get professional help. How do I find someone good?,professional
I can't be alone with my thoughts right now. They're harder to ignore. someone to talk to.,crisis
I've been on and off feeling hopeless for years and I think it's time to actually talk to a therapist. How do I know who's actually qualified?,professional
I've been feeling a bit drained lately because of deadlines piling up. Any tips for getting back into a routine?,self_help
I feel left out at work after a project I led failed publicly and don't really have anyone to share this with.,peer_support
My eating has gotten really compulsive over the past two months and I know it's not healthy. I want to find a clinical psychologist who works with this.,professional
"I think I might be depressed. I've felt disconnected for the whole semester, lost interest in things I used to love, and can't shake it.",professional
I'm not safe this evening and I don't know who to call. I need help this evening.,crisis
Going through a long-distance ending and could use a few kind words from people who've been there.,peer_support
"Could you suggest a quick morning routine? Nothing serious, just want to unwind.",self_help
I've been on and off feeling exhausted in a way sleep doesn't fix for years and I think it's time to actually start therapy. How do I even start looking?,professional
Lost touch with most of my old friends since I had a kid and feeling fragile about reaching back out.,peer_support
I feel like the world would be better without me and I don't trust myself right now.,crisis
I keep lying awake spiraling and it's been the whole semester. Is this something a clinical psychologist should handle?,professional
My anxiety has been bad enough that I'm avoiding leaving the house for almost a year now. What kind of professional deals with this kind of thing?,professional
I've been having panic attacks since last winter. It's affecting every part of my routine and I don't think I can manage it on my own.,professional
I keep having nightmares I can't shake and it's been almost a year. Is this something a clinical psychologist should handle?,professional
I'm scared of what I might do right now. I just need what to do.,crisis
Honest question: when does constant low mood for longer than I want to admit cross the line from a rough patch into needing a clinical psychologist?,professional
"I've been waiting too long to get professional help. anxious all day for the whole semester, snap at everyone. Where do I even start?",professional
My panic attacks is now interfering with my work and my relationships and exercising barely touches it. I think I need a therapist.,professional
I'm trying to be more mindful day to day. What are simple ways to feel a bit lighter?,self_help
I've been self-harming again and it's getting worse. I can't keep going like this. where I can get help?,crisis
"I think I might be depressed. I've felt anxious all day for almost a year, lost interest in things I used to love, and can't shake it.",professional
I've been pretty lonely since I left my hometown. Has anyone been through this exact situation?,peer_support
Work has been non-stop this week and I'm a little low-energy. What helps you sleep better?,self_help
I'm at a breaking point. today I just want it to stop and I'm scared of what I'll do.,crisis
"I think I might be depressed. I've felt on edge constantly for longer than I want to admit, barely eat, and can't shake it.",professional
I'm scared of what I might do this evening. I just need what to do.,crisis
I keep replaying a argument I had with my sister about boundaries. Has anyone moved past something like that?,peer_support
I'm trying to be more mindful day to day. What are simple ways to lift my mood?,self_help
"I overslept and missed a workout, now I feel a little flat. How do I not spiral?",self_help
"I overslept and missed a workout, now I feel uninspired. How do I restart the routine?",self_help
I've been feeling a bit uninspired lately because of bad sleep. Any tips for getting back into a routine?,self_help
Honest question: when does compulsive checking for longer than I want to admit cross the line from a rough patch into needing a clinical psychologist?,professional
I'm not safe today and I don't know who to call. I need help right now.,crisis
I'm spiraling and I don't think I can stay safe on my own this evening. where I can get help?,crisis
I keep waking up at 3am with my heart pounding and it's been six months. Is this something a therapist should handle?,professional
My anxiety has been bad enough that I'm avoiding calls with my manager for almost a year now. What kind of professional would actually help here?,professional
"Please, I need help. I'm thinking about hurting myself and the urge is getting louder.",crisis
My GP wants me to start therapy after I described dissociation that's lasted two months. Anyone know who's actually qualified recently?,professional
I'm scared of what I might do today. I just need who to call right now.,crisis
My eating has gotten really compulsive over the past three months and I know it's not healthy. I want to find a therapist who works with this.,professional
Work has been chaotic this week and I'm a little groggy. What helps you get my energy back?,self_help
Feeling fragile after my team restructured. Anyone this drift?,peer_support
I'm in crisis and I don't know how to get through tonight this evening. Is there anyone I can talk to this evening?,crisis
I've been arguing a lot with my best friend about parenting choices and it's really wearing me down. Anyone else dealing with this?,peer_support
I can't be alone with my thoughts right now. They're constant. a hotline number.,crisis
I'm having thoughts of suicide and I'm alone today. I need urgent help.,crisis
I can't be alone with my thoughts tonight. They're harder to ignore. a way through tonight.,crisis
I can't be alone with my thoughts today. They're getting louder. someone to talk to.,crisis
Work has been back-to-back this week and I'm a little low-energy. What helps you get my energy back?,self_help
My GP wants me to see a clinician after I described panic attacks that's lasted longer than I want to admit. Anyone even start looking recently?,professional
I've been pretty lonely since I moved cities. Has anyone been through this drift?,peer_support
I want to build a habit of drinking more water so I feel less off after long days.,self_help
I'm in crisis and I don't know how to get through tonight today. Is there anyone I can talk to tonight?,crisis
I've been feeling a bit off lately because of too much screen time. Any tips for getting back into a routine?,self_help
I've been self-harming again and it's getting worse. I can't keep going like this. how to stay safe tonight?,crisis
I can't be alone with my thoughts today. They're getting louder. a hotline number.,crisis
I've been feeling a bit off lately because of a busy week. Any tips for feeling less tired?,self_help
I've been having racing thoughts at night since last winter. It's affecting my work and my relationships and I don't think I can manage it on my own.,professional
"I had a mediocre day, mostly just a stressful inbox. Looking for small things I can do to reset.",self_help
Honest question: when does panic attacks for most of this year cross the line from a rough patch into needing a trauma specialist?,professional
"I had a blah day, mostly just a missed gym session. Looking for small things I can do to reset.",self_help
Everything feels like the worst headspace I've been in and I'm thinking about ending it. where I can get help?,crisis
My friend just had a miscarriage and I don't know how to check in on them. Could use some a sanity check.,peer_support
"I've been waiting too long to see a clinician. hopeless for six months, snap at everyone. Where do I even start?",professional
I've been feeling a bit a little flat lately because of bad sleep. Any tips for lifting my mood?,self_help
Just need to vent: in-laws with my mom has been wearing me down for a couple of months.,peer_support
I'm in crisis and I don't know how to stay safe right now. Is there anyone I can talk to today?,crisis
I've felt numb for over almost a year and even talking to friends doesn't help anymore. I think I should see my GP about this.,professional
Lost touch with most of my old friends since I left my hometown and feeling distant about reaching back out.,peer_support
